zone_id	image_id	volume	folio_sort_key	folio_label	folio_norm	class_id	class_name	abs_x	abs_y	abs_w	abs_h	url_image_full	image_filename	image_width_px	image_height_px
608	300	JJ097	2	contre-plat sup��rieur	contre-plat sup��rieur	4	NIA	6	0	2038	2047	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguj61melbo8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vguj61melbo8/full/1200,/0/default.jpg	2048	2048
609	301	JJ097	3	1r	1r	5	Table	0	82	3607	5476	https://iiif.irht.cnrs.fr/iiif/ark:/63955/va887wdjva4o/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/va887wdjva4o/full/1200,/0/default.jpg	3609	5622
610	302	JJ097	4	1v	1v	5	Table	0	63	3489	5515	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v272pjidx9ts/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v272pjidx9ts/full/1200,/0/default.jpg	3489	5614
611	303	JJ097	5	2r	2r	5	Table	0	82	3513	5543	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtzufdgq2o1a/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtzufdgq2o1a/full/1200,/0/default.jpg	3513	5654
612	304	JJ097	6	2v	2v	5	Table	0	24	3519	5575	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vw86ar2kvrn3/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vw86ar2kvrn3/full/1200,/0/default.jpg	3521	5614
613	305	JJ097	7	3r	3r	5	Table	1	83	3480	5552	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtcmcpkljcei/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtcmcpkljcei/full/1200,/0/default.jpg	3481	5654
614	306	JJ097	8	3v	3v	5	Table	8	35	3511	5566	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7uwnkybm98u/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7uwnkybm98u/full/1200,/0/default.jpg	3521	5614
615	307	JJ097	9	4r	4r	5	Table	0	85	3481	5553	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfimh3h8qk22/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfimh3h8qk22/full/1200,/0/default.jpg	3481	5654
616	308	JJ097	10	4v	4v	5	Table	1	25	3417	5583	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7esr0b4fub9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7esr0b4fub9/full/1200,/0/default.jpg	3417	5638
617	309	JJ097	11	5r	5r	5	Table	0	58	3481	5571	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqzupbgyjbe2/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqzupbgyjbe2/full/1200,/0/default.jpg	3481	5670
618	310	JJ097	12	5v	5v	5	Table	1	48	3416	5560	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxv5e4vz7y7m/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxv5e4vz7y7m/full/1200,/0/default.jpg	3417	5638
619	311	JJ097	13	6r	6r	5	Table	0	70	3481	5529	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrym232xfbne/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrym232xfbne/full/1200,/0/default.jpg	3481	5670
620	312	JJ097	14	6v	6v	5	Table	1	76	3469	5549	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6dpmb9ypbvl/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6dpmb9ypbvl/full/1200,/0/default.jpg	3473	5662
621	313	JJ097	15	7r	7r	5	Table	0	54	3481	5582	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhaqdaychk3g/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhaqdaychk3g/full/1200,/0/default.jpg	3481	5670
622	314	JJ097	16	7v	7v	5	Table	18	82	3451	5566	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v76j93ylrdr4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v76j93ylrdr4/full/1200,/0/default.jpg	3473	5662
623	315	JJ097	17	8r	8r	5	Table	0	76	3481	5542	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3egcc6o8s6i/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3egcc6o8s6i/full/1200,/0/default.jpg	3481	5670
624	316	JJ097	18	8v	8v	4	NIA	6	0	2038	2047	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vijthva1yq95/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vijthva1yq95/full/1200,/0/default.jpg	2048	2048
625	317	JJ097	19	9r	9r	0	AC	0	64	3753	5024	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaj884zmw4pb/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaj884zmw4pb/full/1200,/0/default.jpg	3753	6174
626	317	JJ097	19	9r	9r	1	AI	0	5020	3747	1101	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaj884zmw4pb/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaj884zmw4pb/full/1200,/0/default.jpg	3753	6174
627	318	JJ097	20	9v	9v	2	AF	77	30	3473	2525	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl2orqwkwf3g/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl2orqwkwf3g/full/1200,/0/default.jpg	3553	5918
628	318	JJ097	20	9v	9v	0	AC	91	2407	3462	1490	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl2orqwkwf3g/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl2orqwkwf3g/full/1200,/0/default.jpg	3553	5918
629	318	JJ097	20	9v	9v	0	AC	82	3806	3471	2054	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl2orqwkwf3g/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl2orqwkwf3g/full/1200,/0/default.jpg	3553	5918
630	319	JJ097	21	10r	10r	0	AC	0	86	3736	2373	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8kcimb9vgje/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8kcimb9vgje/full/1200,/0/default.jpg	3745	6046
631	319	JJ097	21	10r	10r	0	AC	0	2455	3727	2140	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8kcimb9vgje/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8kcimb9vgje/full/1200,/0/default.jpg	3745	6046
632	319	JJ097	21	10r	10r	1	AI	0	4542	3725	1401	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8kcimb9vgje/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8kcimb9vgje/full/1200,/0/default.jpg	3745	6046
633	320	JJ097	22	10v	10v	2	AF	0	91	3569	1630	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vosjoegt3se5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vosjoegt3se5/full/1200,/0/default.jpg	3569	6014
634	320	JJ097	22	10v	10v	0	AC	0	1504	3569	2319	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vosjoegt3se5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vosjoegt3se5/full/1200,/0/default.jpg	3569	6014
635	320	JJ097	22	10v	10v	1	AI	0	3812	3568	2176	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vosjoegt3se5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vosjoegt3se5/full/1200,/0/default.jpg	3569	6014
636	321	JJ097	23	11r	11r	2	AF	0	79	3741	1782	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6wdrtsu91e/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6wdrtsu91e/full/1200,/0/default.jpg	3745	6030
637	321	JJ097	23	11r	11r	0	AC	0	1843	3732	2039	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6wdrtsu91e/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6wdrtsu91e/full/1200,/0/default.jpg	3745	6030
638	321	JJ097	23	11r	11r	1	AI	0	3869	3732	2066	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6wdrtsu91e/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg6wdrtsu91e/full/1200,/0/default.jpg	3745	6030
639	322	JJ097	24	11v	11v	2	AF	92	86	3514	1460	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlk0xtwddb26/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlk0xtwddb26/full/1200,/0/default.jpg	3609	6022
640	322	JJ097	24	11v	11v	0	AC	99	1527	3509	3136	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlk0xtwddb26/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlk0xtwddb26/full/1200,/0/default.jpg	3609	6022
641	322	JJ097	24	11v	11v	1	AI	72	4632	3530	1305	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlk0xtwddb26/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlk0xtwddb26/full/1200,/0/default.jpg	3609	6022
642	323	JJ097	25	12r	12r	2	AF	0	26	1200	437	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvrkbko3zuk6/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvrkbko3zuk6/full/1200,/0/default.jpg	1200	1957
643	323	JJ097	25	12r	12r	0	AC	0	455	1199	481	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvrkbko3zuk6/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvrkbko3zuk6/full/1200,/0/default.jpg	1200	1957
644	323	JJ097	25	12r	12r	0	AC	0	931	1199	1002	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvrkbko3zuk6/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvrkbko3zuk6/full/1200,/0/default.jpg	1200	1957
645	324	JJ097	26	12v	12v	0	AC	106	101	3521	2630	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqxxkqrur6gc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqxxkqrur6gc/full/1200,/0/default.jpg	3633	6054
646	324	JJ097	26	12v	12v	1	AI	109	2615	3518	3359	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqxxkqrur6gc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqxxkqrur6gc/full/1200,/0/default.jpg	3633	6054
647	325	JJ097	27	13r	13r	2	AF	0	122	3712	1533	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7d63qjfspaj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7d63qjfspaj/full/1200,/0/default.jpg	3713	6054
648	325	JJ097	27	13r	13r	0	AC	1	1635	3709	2271	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7d63qjfspaj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7d63qjfspaj/full/1200,/0/default.jpg	3713	6054
649	325	JJ097	27	13r	13r	1	AI	0	3823	3708	2192	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7d63qjfspaj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7d63qjfspaj/full/1200,/0/default.jpg	3713	6054
650	326	JJ097	28	13v	13v	2	AF	122	130	3507	1522	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vam4yp3ta9j7/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vam4yp3ta9j7/full/1200,/0/default.jpg	3633	6054
651	326	JJ097	28	13v	13v	0	AC	132	1640	3497	2021	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vam4yp3ta9j7/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vam4yp3ta9j7/full/1200,/0/default.jpg	3633	6054
652	326	JJ097	28	13v	13v	1	AI	98	3655	3530	2373	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vam4yp3ta9j7/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vam4yp3ta9j7/full/1200,/0/default.jpg	3633	6054
653	327	JJ097	29	14r	14r	2	AF	0	109	3710	2180	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v74yyyp4e1cr/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v74yyyp4e1cr/full/1200,/0/default.jpg	3713	6054
654	327	JJ097	29	14r	14r	0	AC	1	2253	3708	3760	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v74yyyp4e1cr/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v74yyyp4e1cr/full/1200,/0/default.jpg	3713	6054
655	328	JJ097	30	14v	14v	1	AI	116	78	3515	5902	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8firuah5usr/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8firuah5usr/full/1200,/0/default.jpg	3633	6054
656	329	JJ097	31	15r	15r	2	AF	0	79	3709	1210	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyqg2kqc3yj8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyqg2kqc3yj8/full/1200,/0/default.jpg	3713	6054
657	329	JJ097	31	15r	15r	0	AC	0	1268	3712	1412	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyqg2kqc3yj8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyqg2kqc3yj8/full/1200,/0/default.jpg	3713	6054
658	329	JJ097	31	15r	15r	0	AC	1	2651	3691	1707	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyqg2kqc3yj8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyqg2kqc3yj8/full/1200,/0/default.jpg	3713	6054
659	329	JJ097	31	15r	15r	1	AI	0	4345	3694	1676	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyqg2kqc3yj8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyqg2kqc3yj8/full/1200,/0/default.jpg	3713	6054
660	330	JJ097	32	15v	15v	2	AF	29	113	3604	3316	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwi6mnkozcwf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwi6mnkozcwf/full/1200,/0/default.jpg	3633	6086
661	330	JJ097	32	15v	15v	1	AI	35	3245	3598	2741	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwi6mnkozcwf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwi6mnkozcwf/full/1200,/0/default.jpg	3633	6086
662	331	JJ097	33	16r	16r	2	AF	0	37	1198	540	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuo956ezy6yp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuo956ezy6yp/full/1200,/0/default.jpg	1200	1987
663	331	JJ097	33	16r	16r	0	AC	0	569	1198	729	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuo956ezy6yp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuo956ezy6yp/full/1200,/0/default.jpg	1200	1987
664	331	JJ097	33	16r	16r	1	AI	0	1250	1199	732	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuo956ezy6yp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuo956ezy6yp/full/1200,/0/default.jpg	1200	1987
665	332	JJ097	34	16v	16v	2	AF	4	93	3588	5843	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vn19eddcxl9f/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vn19eddcxl9f/full/1200,/0/default.jpg	3593	6022
666	333	JJ097	35	17r	17r	0	AC	1	62	3935	6020	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrv3ck2oghj5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrv3ck2oghj5/full/1200,/0/default.jpg	3936	6150
667	334	JJ097	36	17v	17v	0	AC	0	55	3825	2286	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrob6n9cmyzn/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrob6n9cmyzn/full/1200,/0/default.jpg	3832	6182
668	334	JJ097	36	17v	17v	0	AC	0	2335	3824	1202	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrob6n9cmyzn/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrob6n9cmyzn/full/1200,/0/default.jpg	3832	6182
669	334	JJ097	36	17v	17v	0	AC	0	3532	3826	2648	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrob6n9cmyzn/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrob6n9cmyzn/full/1200,/0/default.jpg	3832	6182
670	335	JJ097	37	18r	18r	0	AC	0	0	3913	4208	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7d1kqz5zfxv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7d1kqz5zfxv/full/1200,/0/default.jpg	3922	6190
671	335	JJ097	37	18r	18r	1	AI	0	4108	3917	1994	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7d1kqz5zfxv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7d1kqz5zfxv/full/1200,/0/default.jpg	3922	6190
672	336	JJ097	38	18v	18v	2	AF	3	46	3805	1323	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi9fkyw2h1u5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi9fkyw2h1u5/full/1200,/0/default.jpg	3808	6317
673	336	JJ097	38	18v	18v	0	AC	2	1370	3806	3230	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi9fkyw2h1u5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi9fkyw2h1u5/full/1200,/0/default.jpg	3808	6317
674	336	JJ097	38	18v	18v	1	AI	2	4518	3805	1794	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi9fkyw2h1u5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi9fkyw2h1u5/full/1200,/0/default.jpg	3808	6317
675	337	JJ097	39	19r	19r	2	AF	0	25	1199	672	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd0tmdgld3tq/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd0tmdgld3tq/full/1200,/0/default.jpg	1200	1967
676	337	JJ097	39	19r	19r	0	AC	0	667	1198	1282	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd0tmdgld3tq/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd0tmdgld3tq/full/1200,/0/default.jpg	1200	1967
677	338	JJ097	40	19v	19v	0	AC	0	49	3847	2179	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5dh4jgjgc2q/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5dh4jgjgc2q/full/1200,/0/default.jpg	3856	6317
678	338	JJ097	40	19v	19v	0	AC	0	2226	3848	985	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5dh4jgjgc2q/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5dh4jgjgc2q/full/1200,/0/default.jpg	3856	6317
679	338	JJ097	40	19v	19v	0	AC	0	3209	3849	1661	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5dh4jgjgc2q/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5dh4jgjgc2q/full/1200,/0/default.jpg	3856	6317
680	338	JJ097	40	19v	19v	1	AI	0	4840	3848	1459	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5dh4jgjgc2q/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5dh4jgjgc2q/full/1200,/0/default.jpg	3856	6317
681	339	JJ097	41	20r	20r	2	AF	0	78	3827	1137	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsnpop6qjc4k/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsnpop6qjc4k/full/1200,/0/default.jpg	3832	6333
682	339	JJ097	41	20r	20r	1	AI	0	1189	3829	5131	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsnpop6qjc4k/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsnpop6qjc4k/full/1200,/0/default.jpg	3832	6333
683	340	JJ097	42	20v	20v	2	AF	0	61	3853	3246	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6rymcbq52vj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6rymcbq52vj/full/1200,/0/default.jpg	3856	6357
684	340	JJ097	42	20v	20v	0	AC	4	3281	3850	3069	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6rymcbq52vj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6rymcbq52vj/full/1200,/0/default.jpg	3856	6357
685	341	JJ097	43	21r	21r	0	AC	0	30	3828	2828	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vj020kjcma59/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vj020kjcma59/full/1200,/0/default.jpg	3832	6333
686	341	JJ097	43	21r	21r	0	AC	0	2802	3827	2142	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vj020kjcma59/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vj020kjcma59/full/1200,/0/default.jpg	3832	6333
687	341	JJ097	43	21r	21r	1	AI	1	4848	3825	1470	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vj020kjcma59/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vj020kjcma59/full/1200,/0/default.jpg	3832	6333
688	342	JJ097	44	21v	21v	2	AF	0	82	3847	1529	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzuz6liip3pg/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzuz6liip3pg/full/1200,/0/default.jpg	3856	6317
689	342	JJ097	44	21v	21v	0	AC	1	1543	3846	4693	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzuz6liip3pg/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzuz6liip3pg/full/1200,/0/default.jpg	3856	6317
690	343	JJ097	45	22r	22r	0	AC	0	46	3854	2750	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bsd1yfxhzy/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bsd1yfxhzy/full/1200,/0/default.jpg	3856	6357
691	343	JJ097	45	22r	22r	0	AC	0	2722	3853	2116	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bsd1yfxhzy/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bsd1yfxhzy/full/1200,/0/default.jpg	3856	6357
692	343	JJ097	45	22r	22r	1	AI	0	4814	3854	1484	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bsd1yfxhzy/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1bsd1yfxhzy/full/1200,/0/default.jpg	3856	6357
693	344	JJ097	46	22v	22v	2	AF	1	98	3855	1101	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkzi3c4eiedc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkzi3c4eiedc/full/1200,/0/default.jpg	3856	6413
694	344	JJ097	46	22v	22v	0	AC	0	1154	3856	3125	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkzi3c4eiedc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkzi3c4eiedc/full/1200,/0/default.jpg	3856	6413
695	344	JJ097	46	22v	22v	0	AC	6	4235	3849	2110	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkzi3c4eiedc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkzi3c4eiedc/full/1200,/0/default.jpg	3856	6413
696	345	JJ097	47	23r	23r	0	AC	1	51	3851	2810	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdjxw2mzr313/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdjxw2mzr313/full/1200,/0/default.jpg	3856	6405
697	345	JJ097	47	23r	23r	1	AI	3	2728	3848	3614	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdjxw2mzr313/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdjxw2mzr313/full/1200,/0/default.jpg	3856	6405
698	346	JJ097	48	23v	23v	2	AF	0	69	3756	2663	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwe5uu3ct1wt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwe5uu3ct1wt/full/1200,/0/default.jpg	3761	6413
699	346	JJ097	48	23v	23v	0	AC	0	2709	3758	2037	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwe5uu3ct1wt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwe5uu3ct1wt/full/1200,/0/default.jpg	3761	6413
700	346	JJ097	48	23v	23v	1	AI	0	4740	3755	1653	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwe5uu3ct1wt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwe5uu3ct1wt/full/1200,/0/default.jpg	3761	6413
701	347	JJ097	49	24r	24r	2	AF	0	51	3758	2719	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vk06peo3s0gc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vk06peo3s0gc/full/1200,/0/default.jpg	3761	6589
702	347	JJ097	49	24r	24r	1	AI	0	2696	3758	3850	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vk06peo3s0gc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vk06peo3s0gc/full/1200,/0/default.jpg	3761	6589
