zone_id	image_id	volume	register	folio_sort_key	folio_label	folio_norm	class_id	class_name	abs_x	abs_y	abs_w	abs_h	url_image_full	image_filename	image_width_px	image_height_px
1783		JJ142		384			2	AF	10	7	1190	1312	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmio0cw742o9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmio0cw742o9/full/1200,/0/default.jpg	1200	1326
1784		JJ142		385			0	AC	0	8	1198	1464	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3r8r5un9xno/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3r8r5un9xno/full/1200,/0/default.jpg	1200	1476
1785		JJ142		387			4	NIA	0	0	1200	1200	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4hy0p33ec66/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4hy0p33ec66/full/1200,/0/default.jpg	1200	1200
1786		JJ142		388			4	NIA	0	0	1200	1200	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlybflkc89i0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlybflkc89i0/full/1200,/0/default.jpg	1200	1200
1787		JJ143		3			5	Table	2	23	1197	1381	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1dmwpat5jmh/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1dmwpat5jmh/full/1200,/0/default.jpg	1200	1406
1788		JJ143		4			5	Table	0	23	1198	1466	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbi1368rn7ny/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbi1368rn7ny/full/1200,/0/default.jpg	1200	1492
1789		JJ143		5			5	Table	2	46	1197	1349	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2v93l03ro55/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2v93l03ro55/full/1200,/0/default.jpg	1200	1406
1790		JJ143		6			5	Table	1	37	1198	1452	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb1vmv15ijh0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb1vmv15ijh0/full/1200,/0/default.jpg	1200	1492
1791		JJ143		7			5	Table	1	19	1198	1384	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkl6tct0zs3v/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vkl6tct0zs3v/full/1200,/0/default.jpg	1200	1406
1792		JJ143		8			5	Table	0	12	1199	1478	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v17h1a9qgf2h/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v17h1a9qgf2h/full/1200,/0/default.jpg	1200	1492
1793		JJ143		9			5	Table	2	44	1197	1361	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaodcuvvcvgx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaodcuvvcvgx/full/1200,/0/default.jpg	1200	1406
1794		JJ143		10			5	Table	0	15	1198	1475	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v19auaamd5ol/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v19auaamd5ol/full/1200,/0/default.jpg	1200	1492
1795		JJ143		11			5	Table	2	43	1197	1362	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnpwwgcbjtm8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnpwwgcbjtm8/full/1200,/0/default.jpg	1200	1406
1796		JJ143		12			2	AF	5	5	1194	1472	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7z32ufxbdzl/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7z32ufxbdzl/full/1200,/0/default.jpg	1200	1481
1797		JJ143		13			0	AC	3	27	1195	1367	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnuvyh935urv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnuvyh935urv/full/1200,/0/default.jpg	1200	1406
1798		JJ143		14			1	AI	2	39	1197	1439	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqnb2zvwm33l/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqnb2zvwm33l/full/1200,/0/default.jpg	1200	1482
1799		JJ143		15			2	AF	1	4	1198	749	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v66gm3rz3cnx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v66gm3rz3cnx/full/1200,/0/default.jpg	1200	1406
1800		JJ143		15			1	AI	1	752	1198	613	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v66gm3rz3cnx/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v66gm3rz3cnx/full/1200,/0/default.jpg	1200	1406
1801		JJ143		16			2	AF	0	28	1197	455	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8lehpjcgf34/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8lehpjcgf34/full/1200,/0/default.jpg	1200	1481
1802		JJ143		16			0	AC	1	483	1198	993	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8lehpjcgf34/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8lehpjcgf34/full/1200,/0/default.jpg	1200	1481
1803		JJ143		17			0	AC	1	8	1198	1387	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr54m2qp6cvc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr54m2qp6cvc/full/1200,/0/default.jpg	1200	1406
1804		JJ143		18			0	AC	17	31	1183	1418	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vshgjhjw5h4q/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vshgjhjw5h4q/full/1200,/0/default.jpg	1200	1452
1805		JJ143		19			1	AI	1	19	1182	1390	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvmgfzxu21l8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvmgfzxu21l8/full/1200,/0/default.jpg	1200	1421
1806		JJ143		20			2	AF	3	37	1196	702	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v67bwxh8tu0a/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v67bwxh8tu0a/full/1200,/0/default.jpg	1200	1452
1807		JJ143		20			1	AI	6	738	1193	713	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v67bwxh8tu0a/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v67bwxh8tu0a/full/1200,/0/default.jpg	1200	1452
1808		JJ143		21			3	AM	0	15	1171	1398	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaksugxblo78/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaksugxblo78/full/1200,/0/default.jpg	1200	1421
1809		JJ143		22			3	AM	4	39	1196	1411	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4m71h933i9b/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4m71h933i9b/full/1200,/0/default.jpg	1200	1452
1810		JJ143		23			2	AF	1	5	1194	573	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt68af14gcf0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt68af14gcf0/full/1200,/0/default.jpg	1200	1421
1811		JJ143		23			1	AI	0	577	1179	822	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt68af14gcf0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt68af14gcf0/full/1200,/0/default.jpg	1200	1421
1812		JJ143		24			2	AF	0	48	1198	491	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v49h2k2qsbue/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v49h2k2qsbue/full/1200,/0/default.jpg	1200	1452
1813		JJ143		24			0	AC	3	539	1195	101	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v49h2k2qsbue/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v49h2k2qsbue/full/1200,/0/default.jpg	1200	1452
1814		JJ143		24			1	AI	4	637	1195	814	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v49h2k2qsbue/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v49h2k2qsbue/full/1200,/0/default.jpg	1200	1452
1815		JJ143		25			2	AF	1	5	1197	495	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viwwszza8a3e/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viwwszza8a3e/full/1200,/0/default.jpg	1200	1421
1816		JJ143		25			1	AI	0	501	1186	895	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viwwszza8a3e/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viwwszza8a3e/full/1200,/0/default.jpg	1200	1421
1817		JJ143		26			2	AF	4	46	1196	320	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjetki9xxa27/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjetki9xxa27/full/1200,/0/default.jpg	1200	1452
1818		JJ143		26			0	AC	4	366	1196	1083	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjetki9xxa27/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjetki9xxa27/full/1200,/0/default.jpg	1200	1452
1819		JJ143		27			1	AI	1	17	1193	1393	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr4suvk6qzom/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr4suvk6qzom/full/1200,/0/default.jpg	1200	1421
1820		JJ143		28			2	AF	5	40	1195	1412	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvglvru6u9p8/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvglvru6u9p8/full/1200,/0/default.jpg	1200	1452
1821		JJ143		29			1	AI	1	10	1183	1403	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3ard7po9wge/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3ard7po9wge/full/1200,/0/default.jpg	1200	1421
1822		JJ143		30			3	AM	4	7	1196	1443	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vob98hz85l3m/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vob98hz85l3m/full/1200,/0/default.jpg	1200	1452
1823		JJ143		31			2	AF	1	11	1194	1409	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7yd258cugg4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7yd258cugg4/full/1200,/0/default.jpg	1200	1421
1824		JJ143		32			0	AC	3	11	1197	1440	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8tcximty0i9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8tcximty0i9/full/1200,/0/default.jpg	1200	1452
1825		JJ143		33			0	AC	1	30	1189	1388	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9rr9zwv3j32/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9rr9zwv3j32/full/1200,/0/default.jpg	1200	1421
1826		JJ143		34			0	AC	2	23	1198	904	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vx575i2my6us/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vx575i2my6us/full/1200,/0/default.jpg	1200	1452
1827		JJ143		34			1	AI	0	924	1200	528	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vx575i2my6us/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vx575i2my6us/full/1200,/0/default.jpg	1200	1452
1828		JJ143		35			2	AF	1	19	1196	848	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjra5l964ifv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjra5l964ifv/full/1200,/0/default.jpg	1200	1421
1829		JJ143		35			1	AI	1	864	1194	555	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjra5l964ifv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjra5l964ifv/full/1200,/0/default.jpg	1200	1421
1830		JJ143		36			2	AF	2	40	1198	1022	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vapv7kyqn1nt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vapv7kyqn1nt/full/1200,/0/default.jpg	1200	1452
1831		JJ143		36			1	AI	12	1065	1188	385	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vapv7kyqn1nt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vapv7kyqn1nt/full/1200,/0/default.jpg	1200	1452
1832		JJ143		37			2	AF	1	5	1193	887	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8tbbf9i9210/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8tbbf9i9210/full/1200,/0/default.jpg	1200	1421
1833		JJ143		37			1	AI	0	889	1197	514	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8tbbf9i9210/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8tbbf9i9210/full/1200,/0/default.jpg	1200	1421
1834		JJ143		38			2	AF	3	25	1197	469	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc7lmdq5tlfi/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc7lmdq5tlfi/full/1200,/0/default.jpg	1200	1452
1835		JJ143		38			1	AI	4	495	1196	954	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc7lmdq5tlfi/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc7lmdq5tlfi/full/1200,/0/default.jpg	1200	1452
1836		JJ143		39			2	AF	0	7	1191	783	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhm2gcph0iqt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhm2gcph0iqt/full/1200,/0/default.jpg	1200	1421
1837		JJ143		39			1	AI	0	780	1189	603	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhm2gcph0iqt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhm2gcph0iqt/full/1200,/0/default.jpg	1200	1421
1838		JJ143		40			3	AM	8	2	1191	1418	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu183jh5liis/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vu183jh5liis/full/1200,/0/default.jpg	1200	1426
1839		JJ143		41			2	AF	0	15	1158	697	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v445u9ygphxb/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v445u9ygphxb/full/1200,/0/default.jpg	1200	1421
1840		JJ143		41			1	AI	0	710	1193	685	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v445u9ygphxb/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v445u9ygphxb/full/1200,/0/default.jpg	1200	1421
1841		JJ143		42			2	AF	6	34	1193	1391	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjdo9voslimn/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjdo9voslimn/full/1200,/0/default.jpg	1200	1426
1842		JJ143		43			0	AC	1	3	1188	988	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqq68wsqfkvk/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqq68wsqfkvk/full/1200,/0/default.jpg	1200	1421
1843		JJ143		43			1	AI	0	960	1198	441	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqq68wsqfkvk/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqq68wsqfkvk/full/1200,/0/default.jpg	1200	1421
1844		JJ143		44			2	AF	0	27	1199	1395	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vppuo5j52upg/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vppuo5j52upg/full/1200,/0/default.jpg	1200	1426
1845		JJ143		45			0	AC	0	13	1136	1394	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vizb6rxoekf4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vizb6rxoekf4/full/1200,/0/default.jpg	1200	1421
1846		JJ143		46			1	AI	1	39	1199	1385	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrn0jef39ztz/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrn0jef39ztz/full/1200,/0/default.jpg	1200	1426
1847		JJ143		47			2	AF	1	9	1198	296	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vui4do77dnqc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vui4do77dnqc/full/1200,/0/default.jpg	1200	1421
1848		JJ143		47			1	AI	1	305	1173	1107	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vui4do77dnqc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vui4do77dnqc/full/1200,/0/default.jpg	1200	1421
1849		JJ143		48			2	AF	0	3	1199	880	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzx4wmig1m7p/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzx4wmig1m7p/full/1200,/0/default.jpg	1200	1426
1850		JJ143		48			1	AI	0	878	1200	546	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzx4wmig1m7p/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzx4wmig1m7p/full/1200,/0/default.jpg	1200	1426
1851		JJ143		49			2	AF	0	4	1162	1024	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnr43ue3odx6/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnr43ue3odx6/full/1200,/0/default.jpg	1200	1421
1852		JJ143		49			1	AI	0	995	1194	403	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnr43ue3odx6/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnr43ue3odx6/full/1200,/0/default.jpg	1200	1421
1853		JJ143		50			2	AF	1	6	1198	743	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhaupi8c8lb5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhaupi8c8lb5/full/1200,/0/default.jpg	1200	1426
1854		JJ143		50			1	AI	3	745	1196	680	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhaupi8c8lb5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vhaupi8c8lb5/full/1200,/0/default.jpg	1200	1426
1855		JJ143		51			2	AF	1	4	1196	698	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp7s7ouuwjhn/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp7s7ouuwjhn/full/1200,/0/default.jpg	1200	1421
1856		JJ143		51			1	AI	0	679	1187	703	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp7s7ouuwjhn/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp7s7ouuwjhn/full/1200,/0/default.jpg	1200	1421
1857		JJ143		52			2	AF	0	10	1199	621	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voli2o6fldxw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voli2o6fldxw/full/1200,/0/default.jpg	1200	1426
1858		JJ143		52			1	AI	1	629	1198	797	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voli2o6fldxw/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voli2o6fldxw/full/1200,/0/default.jpg	1200	1426
1859		JJ143		53			2	AF	2	3	1197	352	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8mfgzn1btrj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8mfgzn1btrj/full/1200,/0/default.jpg	1200	1421
1860		JJ143		53			1	AI	0	354	1134	1052	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8mfgzn1btrj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8mfgzn1btrj/full/1200,/0/default.jpg	1200	1421
1861		JJ143		54			2	AF	0	9	1199	661	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vly7ft4zarow/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vly7ft4zarow/full/1200,/0/default.jpg	1200	1426
1862		JJ143		54			1	AI	0	668	1199	757	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vly7ft4zarow/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vly7ft4zarow/full/1200,/0/default.jpg	1200	1426
1863		JJ143		55			2	AF	1	12	1195	683	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaqkh66u433r/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaqkh66u433r/full/1200,/0/default.jpg	1200	1421
1864		JJ143		55			1	AI	0	687	1122	699	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaqkh66u433r/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaqkh66u433r/full/1200,/0/default.jpg	1200	1421
1865		JJ143		56			2	AF	3	42	1196	378	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vijq5l2zclla/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vijq5l2zclla/full/1200,/0/default.jpg	1200	1426
1866		JJ143		56			0	AC	0	419	1199	1003	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vijq5l2zclla/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vijq5l2zclla/full/1200,/0/default.jpg	1200	1426
1867		JJ143		57			0	AC	1	6	1187	1406	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt13x0epoazf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt13x0epoazf/full/1200,/0/default.jpg	1200	1421
1868		JJ143		58			0	AC	0	35	1199	1388	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvhl1bp4egmy/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvhl1bp4egmy/full/1200,/0/default.jpg	1200	1426
1869		JJ143		59			0	AC	0	15	1164	1396	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7sj9svvd6oe/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7sj9svvd6oe/full/1200,/0/default.jpg	1200	1421
1870		JJ143		60			0	AC	0	11	1199	1414	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vamepc30civt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vamepc30civt/full/1200,/0/default.jpg	1200	1426
1871		JJ143		61			0	AC	1	6	1171	1408	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4x4u2jbpiji/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4x4u2jbpiji/full/1200,/0/default.jpg	1200	1421
1872		JJ143		62			1	AI	5	5	1195	1410	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1taxon4d2f0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1taxon4d2f0/full/1200,/0/default.jpg	1200	1420
1873		JJ143		63			2	AF	2	1	1195	423	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vh5ck5o31h8z/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vh5ck5o31h8z/full/1200,/0/default.jpg	1200	1421
1874		JJ143		63			0	AC	0	425	1152	985	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vh5ck5o31h8z/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vh5ck5o31h8z/full/1200,/0/default.jpg	1200	1421
1875		JJ143		64			0	AC	5	17	1194	918	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm225esoxapq/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm225esoxapq/full/1200,/0/default.jpg	1200	1341
1876		JJ143		64			1	AI	5	938	1193	373	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm225esoxapq/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm225esoxapq/full/1200,/0/default.jpg	1200	1341
1877		JJ143		65			2	AF	0	24	1200	539	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlnf9ssb7ssd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlnf9ssb7ssd/full/1200,/0/default.jpg	1200	1307
1878		JJ143		65			0	AC	1	563	1032	712	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlnf9ssb7ssd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlnf9ssb7ssd/full/1200,/0/default.jpg	1200	1307
1879		JJ143		66			0	AC	2	18	1197	673	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5djthkbpkxs/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5djthkbpkxs/full/1200,/0/default.jpg	1200	1420
1880		JJ143		66			1	AI	70	691	1130	729	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5djthkbpkxs/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5djthkbpkxs/full/1200,/0/default.jpg	1200	1420
1881		JJ143		67			2	AF	1	2	1195	754	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vn36fr4qhvb4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vn36fr4qhvb4/full/1200,/0/default.jpg	1200	1421
1882		JJ143		67			1	AI	0	756	1191	660	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vn36fr4qhvb4/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vn36fr4qhvb4/full/1200,/0/default.jpg	1200	1421
1883		JJ143		68			3	AM	51	39	1149	1380	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vakx3w5woi12/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vakx3w5woi12/full/1200,/0/default.jpg	1200	1420
