"annotation_id","annotator","created_at","folio_label","folio_sort_key","id","image","image_id","image_path","label","lead_time","register","updated_at","volume" 
30358,"1","2026-06-03T14:42:20.860775Z","281v",578,30358,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrh8hv9o7wpf/full/1200,/0/default.jpg",1226,"Paris_Archives_Nationales_JJ161_578.jpg","[{""x"":19.9,""y"":61.78,""width"":80.06,""height"":35.22,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1313},{""x"":1.985,""y"":2.085,""width"":98.01,""height"":59.73,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1313}]","","JJ161","2026-06-03T14:42:20.860775Z","JJ161"
30359,"1","2026-06-03T14:42:20.860775Z","282r",579,30359,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl4n8buuixjq/full/1200,/0/default.jpg",1227,"Paris_Archives_Nationales_JJ161_579.jpg","[{""x"":0.04,""y"":0.635,""width"":95.86,""height"":96.39,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1459}]","","JJ161","2026-06-03T14:42:20.860775Z","JJ161"
30360,"1","2026-06-03T14:42:20.860775Z","282v",580,30360,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmdphsxxqkp8/full/1200,/0/default.jpg",1228,"Paris_Archives_Nationales_JJ161_580.jpg","[{""x"":0.0,""y"":0.0,""width"":100.0,""height"":100.0,""rotation"":0,""rectanglelabels"":[""NIA""],""original_width"":1200,""original_height"":1200}]","","JJ161","2026-06-03T14:42:20.860775Z","JJ161"
30361,"1","2026-06-03T14:42:20.860775Z","283r",581,30361,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs641vcykrko/full/1200,/0/default.jpg",1229,"Paris_Archives_Nationales_JJ161_581.jpg","[{""x"":0.0,""y"":0.0,""width"":100.0,""height"":100.0,""rotation"":0,""rectanglelabels"":[""NIA""],""original_width"":1200,""original_height"":1200}]","","JJ161","2026-06-03T14:42:20.860775Z","JJ161"
30362,"1","2026-06-03T14:42:20.860775Z","283v",582,30362,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vft0ani768uk/full/1200,/0/default.jpg",1230,"Paris_Archives_Nationales_JJ161_582.jpg","[{""x"":19.38,""y"":50.775,""width"":80.62,""height"":45.89,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1313},{""x"":1.06,""y"":0.68,""width"":98.92,""height"":50.14,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1313}]","","JJ161","2026-06-03T14:42:20.860775Z","JJ161"
30363,"1","2026-06-03T14:42:20.861773Z","284r",583,30363,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vyccw93gzc86/full/1200,/0/default.jpg",1231,"Paris_Archives_Nationales_JJ161_583.jpg","[{""x"":0.08,""y"":0.715,""width"":99.54,""height"":95.31,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1459}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30364,"1","2026-06-03T14:42:20.861773Z","284v",584,30364,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vga1s8mksazm/full/1200,/0/default.jpg",1232,"Paris_Archives_Nationales_JJ161_584.jpg","[{""x"":6.485,""y"":1.81,""width"":93.51,""height"":94.6,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1313}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30365,"1","2026-06-03T14:42:20.861773Z","285r",585,30365,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/va9athg1b10n/full/1200,/0/default.jpg",1233,"Paris_Archives_Nationales_JJ161_585.jpg","[{""x"":0.02,""y"":0.595,""width"":97.66,""height"":98.45,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1459}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30366,"1","2026-06-03T14:42:20.861773Z","285v",586,30366,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdwxhcxtl3av/full/1200,/0/default.jpg",1234,"Paris_Archives_Nationales_JJ161_586.jpg","[{""x"":17.9,""y"":0.235,""width"":82.1,""height"":97.17,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1313}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30367,"1","2026-06-03T14:42:20.861773Z","286r",587,30367,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v533rnw2nicw/full/1200,/0/default.jpg",1235,"Paris_Archives_Nationales_JJ161_587.jpg","[{""x"":0.005,""y"":25.85,""width"":90.57,""height"":73.24,""rotation"":0,""rectanglelabels"":[""AC""],""original_width"":1200,""original_height"":1459},{""x"":0.5,""y"":0.015,""width"":99.5,""height"":25.77,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1459}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30368,"1","2026-06-03T14:42:20.861773Z","286v",588,30368,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt6e98pb8dp5/full/1200,/0/default.jpg",1236,"Paris_Archives_Nationales_JJ161_588.jpg","[{""x"":5.42,""y"":0.8,""width"":94.58,""height"":97.02,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1313}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30369,"1","2026-06-03T14:42:20.861773Z","287r",589,30369,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb6h802bayhd/full/1200,/0/default.jpg",1237,"Paris_Archives_Nationales_JJ161_589.jpg","[{""x"":0.04,""y"":71.54,""width"":99.94,""height"":27.56,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1485},{""x"":0.075,""y"":0.135,""width"":99.85,""height"":71.19,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1485}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30370,"1","2026-06-03T14:42:20.861773Z","287v",590,30370,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v181yaohnlat/full/1200,/0/default.jpg",1238,"Paris_Archives_Nationales_JJ161_590.jpg","[{""x"":8.165,""y"":0.85,""width"":91.83,""height"":96.62,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1313}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30371,"1","2026-06-03T14:42:20.861773Z","288r",591,30371,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzk2pva3kfer/full/1200,/0/default.jpg",1239,"Paris_Archives_Nationales_JJ161_591.jpg","[{""x"":0.04,""y"":0.375,""width"":99.84,""height"":99.19,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1485}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30372,"1","2026-06-03T14:42:20.861773Z","288v",592,30372,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxmr0y2yfg0o/full/1200,/0/default.jpg",1240,"Paris_Archives_Nationales_JJ161_592.jpg","[{""x"":5.7,""y"":0.62,""width"":94.3,""height"":96.02,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1313}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30373,"1","2026-06-03T14:42:20.861773Z","289r",593,30373,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/viyy6gmsrgrb/full/1200,/0/default.jpg",1241,"Paris_Archives_Nationales_JJ161_593.jpg","[{""x"":0.08,""y"":0.14,""width"":99.88,""height"":97.82,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1485}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30374,"1","2026-06-03T14:42:20.861773Z","289v",594,30374,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vih7tks9yk6l/full/1200,/0/default.jpg",1242,"Paris_Archives_Nationales_JJ161_594.jpg","[{""x"":3.275,""y"":0.42,""width"":96.73,""height"":96.38,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1313}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30375,"1","2026-06-03T14:42:20.861773Z","290r",595,30375,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc6jf4yv5ne3/full/1200,/0/default.jpg",1243,"Paris_Archives_Nationales_JJ161_595.jpg","[{""x"":0.03,""y"":1.24,""width"":99.84,""height"":96.68,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1486}]",10.498,"JJ161","2026-06-05T09:21:25.444689Z","JJ161"
30376,"1","2026-06-03T14:42:20.861773Z","290v",596,30376,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmkk8cbp4n8m/full/1200,/0/default.jpg",1244,"Paris_Archives_Nationales_JJ161_596.jpg","[{""x"":11.98,""y"":68.165,""width"":88.02,""height"":28.05,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1313},{""x"":0.48,""y"":0.225,""width"":99.52,""height"":68.29,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1313}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30377,"1","2026-06-03T14:42:20.861773Z","291r",597,30377,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vv16oa58hqln/full/1200,/0/default.jpg",1245,"Paris_Archives_Nationales_JJ161_597.jpg","[{""x"":0.05,""y"":0.36,""width"":99.88,""height"":99.36,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1485}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30378,"1","2026-06-03T14:42:20.861773Z","291v",598,30378,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/va0s9wxwa1iv/full/1200,/0/default.jpg",1246,"Paris_Archives_Nationales_JJ161_598.jpg","[{""x"":0.82,""y"":0.55,""width"":99.18,""height"":38.24,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1313},{""x"":16.095,""y"":38.805,""width"":83.89,""height"":57.95,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1313}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30379,"1","2026-06-03T14:42:20.861773Z","292r",599,30379,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmr7ygcmpyhr/full/1200,/0/default.jpg",1247,"Paris_Archives_Nationales_JJ161_599.jpg","[{""x"":0.07,""y"":1.135,""width"":99.9,""height"":95.87,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1485}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30380,"1","2026-06-03T14:42:20.861773Z","292v",600,30380,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v561bfj107c1/full/1200,/0/default.jpg",1248,"Paris_Archives_Nationales_JJ161_600.jpg","[{""x"":18.66,""y"":1.985,""width"":81.34,""height"":95.49,""rotation"":0,""rectanglelabels"":[""AF""],""original_width"":1200,""original_height"":1313}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30381,"1","2026-06-03T14:42:20.861773Z","contre-plat inférieur",601,30381,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0lxxh8z03mr/full/1200,/0/default.jpg",1249,"Paris_Archives_Nationales_JJ161_601.jpg","[{""x"":0.0,""y"":0.0,""width"":100.0,""height"":100.0,""rotation"":0,""rectanglelabels"":[""NIA""],""original_width"":1200,""original_height"":1200}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30382,"1","2026-06-03T14:42:20.861773Z","plat inférieur",602,30382,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbk8o6xmoosu/full/1200,/0/default.jpg",1250,"Paris_Archives_Nationales_JJ161_602.jpg","[{""x"":0.0,""y"":0.0,""width"":100.0,""height"":100.0,""rotation"":0,""rectanglelabels"":[""NIA""],""original_width"":1200,""original_height"":1200}]","","JJ161","2026-06-03T14:42:20.861773Z","JJ161"
30383,"1","2026-06-03T14:42:20.861773Z","plat supérieur",1,30383,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vut6qb5mz4rm/full/1200,/0/default.jpg",1251,"Paris_Archives_Nationales_JJ162_1.jpg","","","JJ162","2026-06-03T14:42:20.861773Z","JJ162"
30384,"1","2026-06-03T14:42:20.861773Z","contre-plat",2,30384,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0uw6q76grho/full/1200,/0/default.jpg",1252,"Paris_Archives_Nationales_JJ162_2.jpg","",2.29,"JJ162","2026-06-05T09:21:38.980342Z","JJ162"
30385,"1","2026-06-03T14:42:20.861773Z","0Ar",3,30385,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlzuij79uj3o/full/1200,/0/default.jpg",1253,"Paris_Archives_Nationales_JJ162_3.jpg","[{""x"":0.325,""y"":1.95,""width"":99.67,""height"":95.88,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1306}]","","JJ162","2026-06-03T14:42:20.861773Z","JJ162"
30386,"1","2026-06-03T14:42:20.861773Z","0Av",4,30386,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpuzvhzz8lz2/full/1200,/0/default.jpg",1254,"Paris_Archives_Nationales_JJ162_4.jpg","[{""x"":0.1,""y"":2.635,""width"":99.9,""height"":96.21,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1517}]","","JJ162","2026-06-03T14:42:20.861773Z","JJ162"
30387,"1","2026-06-03T14:42:20.861773Z","0Br",5,30387,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vi6tpd9huy2u/full/1200,/0/default.jpg",1255,"Paris_Archives_Nationales_JJ162_5.jpg","[{""x"":-0.005,""y"":2.5,""width"":85.81,""height"":95.24,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1318}]","","JJ162","2026-06-03T14:42:20.861773Z","JJ162"
30388,"1","2026-06-03T14:42:20.862769Z","0Bv",6,30388,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vskd0t8jxw9s/full/1200,/0/default.jpg",1256,"Paris_Archives_Nationales_JJ162_6.jpg","[{""x"":0.08,""y"":0.585,""width"":99.92,""height"":95.35,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1517}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30389,"1","2026-06-03T14:42:20.862769Z","0Cr",7,30389,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vv49u4hg4kya/full/1200,/0/default.jpg",1257,"Paris_Archives_Nationales_JJ162_7.jpg","[{""x"":0.44,""y"":1.51,""width"":99.46,""height"":94.64,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1318}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30390,"1","2026-06-03T14:42:20.862769Z","0Cv",8,30390,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdonn5hl7ber/full/1200,/0/default.jpg",1258,"Paris_Archives_Nationales_JJ162_8.jpg","[{""x"":5.6,""y"":2.865,""width"":94.4,""height"":94.65,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1503}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30391,"1","2026-06-03T14:42:20.862769Z","0Dr",9,30391,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpelxyjt8bpd/full/1200,/0/default.jpg",1259,"Paris_Archives_Nationales_JJ162_9.jpg","[{""x"":0.175,""y"":1.61,""width"":98.15,""height"":94.92,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1318}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30392,"1","2026-06-03T14:42:20.862769Z","0Dv",10,30392,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlkh30lnyw0m/full/1200,/0/default.jpg",1260,"Paris_Archives_Nationales_JJ162_10.jpg","[{""x"":1.415,""y"":2.84,""width"":98.59,""height"":93.28,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1503}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30393,"1","2026-06-03T14:42:20.862769Z","0Er",11,30393,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjnr09ycoq22/full/1200,/0/default.jpg",1261,"Paris_Archives_Nationales_JJ162_11.jpg","[{""x"":0.395,""y"":0.875,""width"":99.53,""height"":95.21,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1318}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30394,"1","2026-06-03T14:42:20.862769Z","0Ev",12,30394,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcz1ws97hnt1/full/1200,/0/default.jpg",1262,"Paris_Archives_Nationales_JJ162_12.jpg","[{""x"":5.185,""y"":2.635,""width"":94.81,""height"":94.07,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1503}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30395,"1","2026-06-03T14:42:20.862769Z","0Fr",13,30395,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v5w2rj0nkm67/full/1200,/0/default.jpg",1263,"Paris_Archives_Nationales_JJ162_13.jpg","[{""x"":0.0,""y"":0.66,""width"":85.12,""height"":95.58,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1318}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30396,"1","2026-06-03T14:42:20.862769Z","0Fv",14,30396,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/ve7hck53m8gl/full/1200,/0/default.jpg",1264,"Paris_Archives_Nationales_JJ162_14.jpg","[{""x"":5.005,""y"":2.87,""width"":94.99,""height"":92.62,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1503}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30397,"1","2026-06-03T14:42:20.862769Z","0Gr",15,30397,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vacejkw7dyc9/full/1200,/0/default.jpg",1265,"Paris_Archives_Nationales_JJ162_15.jpg","[{""x"":0.005,""y"":2.47,""width"":87.25,""height"":94.74,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1318}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30398,"1","2026-06-03T14:42:20.862769Z","0Gv",16,30398,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v03s0qcnxk14/full/1200,/0/default.jpg",1266,"Paris_Archives_Nationales_JJ162_16.jpg","[{""x"":4.34,""y"":1.94,""width"":95.66,""height"":93.22,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1503}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30399,"1","2026-06-03T14:42:20.862769Z","0Hr",17,30399,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2eo8iagywqb/full/1200,/0/default.jpg",1267,"Paris_Archives_Nationales_JJ162_17.jpg","[{""x"":0.035,""y"":1.985,""width"":86.59,""height"":95.33,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1320}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30400,"1","2026-06-03T14:42:20.862769Z","0Hv",18,30400,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vaav6h84ui4x/full/1200,/0/default.jpg",1268,"Paris_Archives_Nationales_JJ162_18.jpg","[{""x"":4.815,""y"":3.32,""width"":95.19,""height"":92.42,""rotation"":0,""rectanglelabels"":[""Table""],""original_width"":1200,""original_height"":1503}]",5.898,"JJ162","2026-06-04T14:30:50.170249Z","JJ162"
30401,"1","2026-06-03T14:42:20.862769Z","1r",19,30401,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/va5onsl8upa8/full/1200,/0/default.jpg",1269,"Paris_Archives_Nationales_JJ162_19.jpg","[{""x"":-0.005,""y"":2.91,""width"":85.55,""height"":95.02,""rotation"":0,""rectanglelabels"":[""AI""],""original_width"":1200,""original_height"":1326}]","","JJ162","2026-06-03T14:42:20.862769Z","JJ162"
30402,"1","2026-06-03T14:42:20.865783Z","1v",20,30402,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/veiqozpkp0u0/full/1200,/0/default.jpg",1270,"Paris_Archives_Nationales_JJ162_20.jpg","[{""x"":5.145,""y"":3.11,""width"":94.81,""height"":96.44,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1503}]","","JJ162","2026-06-03T14:42:20.865783Z","JJ162"
30403,"1","2026-06-03T14:42:20.865783Z","2r",21,30403,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vv1h45bma9xg/full/1200,/0/default.jpg",1271,"Paris_Archives_Nationales_JJ162_21.jpg","[{""x"":0.03,""y"":2.03,""width"":87.4,""height"":96.6,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1326}]","","JJ162","2026-06-03T14:42:20.865783Z","JJ162"
30404,"1","2026-06-03T14:42:20.865783Z","2v",22,30404,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxk8is282bml/full/1200,/0/default.jpg",1272,"Paris_Archives_Nationales_JJ162_22.jpg","[{""x"":5.17,""y"":4.145,""width"":94.78,""height"":95.73,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1503}]","","JJ162","2026-06-03T14:42:20.865783Z","JJ162"
30405,"1","2026-06-03T14:42:20.866779Z","3r",23,30405,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1akrv9rqanr/full/1200,/0/default.jpg",1273,"Paris_Archives_Nationales_JJ162_23.jpg","[{""x"":0.035,""y"":2.66,""width"":85.69,""height"":96.08,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1326}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30406,"1","2026-06-03T14:42:20.866779Z","3v",24,30406,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrrx3e8dboav/full/1200,/0/default.jpg",1274,"Paris_Archives_Nationales_JJ162_24.jpg","[{""x"":4.92,""y"":3.065,""width"":95.08,""height"":96.13,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1503}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30407,"1","2026-06-03T14:42:20.866779Z","4r",25,30407,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxtoz1rbncdy/full/1200,/0/default.jpg",1275,"Paris_Archives_Nationales_JJ162_25.jpg","[{""x"":0.015,""y"":2.975,""width"":86.83,""height"":95.77,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1326}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30408,"1","2026-06-03T14:42:20.866779Z","4v",26,30408,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vw4t6vkgjb8a/full/1200,/0/default.jpg",1276,"Paris_Archives_Nationales_JJ162_26.jpg","[{""x"":4.56,""y"":3.62,""width"":95.44,""height"":95.76,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1503}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30409,"1","2026-06-03T14:42:20.866779Z","5r",27,30409,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9cohpz60v3u/full/1200,/0/default.jpg",1277,"Paris_Archives_Nationales_JJ162_27.jpg","[{""x"":0.02,""y"":2.135,""width"":85.34,""height"":96.89,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1326}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30410,"1","2026-06-03T14:42:20.866779Z","5v",28,30410,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vj3vaejnrijv/full/1200,/0/default.jpg",1278,"Paris_Archives_Nationales_JJ162_28.jpg","[{""x"":5.425,""y"":3.18,""width"":94.57,""height"":95.68,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1503}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30411,"1","2026-06-03T14:42:20.866779Z","6r",29,30411,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vcqrw7a8glhs/full/1200,/0/default.jpg",1279,"Paris_Archives_Nationales_JJ162_29.jpg","[{""x"":0.015,""y"":2.34,""width"":86.01,""height"":95.62,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1326}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30412,"1","2026-06-03T14:42:20.866779Z","6v",30,30412,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9zi96j59dod/full/1200,/0/default.jpg",1280,"Paris_Archives_Nationales_JJ162_30.jpg","[{""x"":4.505,""y"":2.95,""width"":95.49,""height"":95.5,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1503}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30413,"1","2026-06-03T14:42:20.866779Z","7r",31,30413,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9zrsmjb6fnw/full/1200,/0/default.jpg",1281,"Paris_Archives_Nationales_JJ162_31.jpg","[{""x"":0.01,""y"":1.98,""width"":86.12,""height"":95.06,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1326}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30414,"1","2026-06-03T14:42:20.866779Z","7v",32,30414,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6j4hrk29dc9/full/1200,/0/default.jpg",1282,"Paris_Archives_Nationales_JJ162_32.jpg","[{""x"":0.095,""y"":0.89,""width"":99.71,""height"":96.7,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1482}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30415,"1","2026-06-03T14:42:20.866779Z","8r",33,30415,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwmgfrptg32f/full/1200,/0/default.jpg",1283,"Paris_Archives_Nationales_JJ162_33.jpg","[{""x"":0.015,""y"":2.39,""width"":86.37,""height"":95.1,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1326}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30416,"1","2026-06-03T14:42:20.866779Z","8v",34,30416,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuv1e67tt4zd/full/1200,/0/default.jpg",1284,"Paris_Archives_Nationales_JJ162_34.jpg","[{""x"":0.295,""y"":2.5,""width"":99.59,""height"":95.34,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1482}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30417,"1","2026-06-03T14:42:20.866779Z","9r",35,30417,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8h5tjf6wo2i/full/1200,/0/default.jpg",1285,"Paris_Archives_Nationales_JJ162_35.jpg","[{""x"":0.065,""y"":1.56,""width"":84.37,""height"":96.44,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1326}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
30418,"1","2026-06-03T14:42:20.866779Z","9v",36,30418,"https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4h9uapxd5s8/full/1200,/0/default.jpg",1286,"Paris_Archives_Nationales_JJ162_36.jpg","[{""x"":0.185,""y"":2.915,""width"":99.69,""height"":95.63,""rotation"":0,""rectanglelabels"":[""AM""],""original_width"":1200,""original_height"":1482}]","","JJ162","2026-06-03T14:42:20.866779Z","JJ162"
