File;Register;Act_number;Head
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ66;293bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ66;299bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ66;379bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ66;472bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ66;1050bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ66;1350bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;22bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;194bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;238bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;250bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;268bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;269bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;280bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;281bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;282bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;283bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;284bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;285bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;286bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;287bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;288bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;289bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;289bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;290bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;290ter;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;291bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;292bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;293bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;294bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;295bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;296bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;297bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;298bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ68;299bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ69;257bis;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ69;257ter;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ69;257quater;
Paris_AN_JJ_inventaire_JJ65A-JJ69;JJ69;272bis;
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ70;1bis;3101
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ70;51bis;3152
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ70;129bis;3231
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ71;92bis;3570
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ71;112bis;3591
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ71;184bis;3664
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ71;295bis;3776
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ72;211bis;4106
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ72;307bis;4203
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ72;328bis;4225
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ72;413bis;4311
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ72;508bis;4407
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ73;39bis;4507
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ73;101bis;4570
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ73;261bis;4731
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ74;26bis;4844
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ74;158bis;4977
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ74;201bis;5021
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ74;408bis;5229
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ74;498bis;5320
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ74;535bis;5358
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ74;663bis;5487
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ74;684bis;5509
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ75;329bis;5865
Paris_AN_JJ_inventaire_JJ70-JJ75;JJ75;385bis;5922
Paris_AN_JJ_inventaire_JJ76-JJ79B;JJ77;2bis;6561.0
Paris_AN_JJ_inventaire_JJ76-JJ79B;JJ77;22bis;6582.0
Paris_AN_JJ_inventaire_JJ76-JJ79B;JJ78;134bis;7144.0
Paris_AN_JJ_inventaire_JJ76-JJ79B;JJ78;258bis;7268.0
Paris_AN_JJ_inventaire_JJ76-JJ79B;JJ79A;28bis;7329.0
Paris_AN_JJ_inventaire_JJ76-JJ79B;JJ79B;4bis;7366.0
Paris_AN_JJ_inventaire_JJ76-JJ79B;JJ79B;44bis;7410.0
Paris_AN_JJ_inventaire_JJ80;JJ80;188bis;188bis
Paris_AN_JJ_inventaire_JJ80;JJ80;316bis;316bis
Paris_AN_JJ_inventaire_JJ81;JJ81;127bis;127bis
Paris_AN_JJ_inventaire_JJ81;JJ81;145bis;145bis
Paris_AN_JJ_inventaire_JJ81;JJ81;195bis;195bis
Paris_AN_JJ_inventaire_JJ81;JJ81;203bis;203bis
Paris_AN_JJ_inventaire_JJ81;JJ81;208bis;208bis
Paris_AN_JJ_inventaire_JJ81;JJ81;222bis;222bis
Paris_AN_JJ_inventaire_JJ81;JJ81;288bis;288bis
Paris_AN_JJ_inventaire_JJ81;JJ81;295bis;295bis
Paris_AN_JJ_inventaire_JJ81;JJ81;316bis;316bis
Paris_AN_JJ_inventaire_JJ81;JJ81;415bis;415bis
Paris_AN_JJ_inventaire_JJ81;JJ81;428bis;428bis
Paris_AN_JJ_inventaire_JJ81;JJ81;453bis;453bis
Paris_AN_JJ_inventaire_JJ81;JJ81;480bis;480bis
Paris_AN_JJ_inventaire_JJ81;JJ81;539bis;539bis
Paris_AN_JJ_inventaire_JJ81;JJ81;599bis;599bis
Paris_AN_JJ_inventaire_JJ81;JJ81;744bis;744bis
Paris_AN_JJ_inventaire_JJ81;JJ81;861bis;861bis
Paris_AN_JJ_inventaire_JJ81;JJ81;861ter;861ter
Paris_AN_JJ_inventaire_JJ82;JJ82;"17
bis";17bis
Paris_AN_JJ_inventaire_JJ82;JJ82;"73
bis";73bis
Paris_AN_JJ_inventaire_JJ82;JJ82;"90
bis";90bis
Paris_AN_JJ_inventaire_JJ82;JJ82;"149
bis";149bis
Paris_AN_JJ_inventaire_JJ82;JJ82;"158
bis";158bis
Paris_AN_JJ_inventaire_JJ82;JJ82;"176
bis";176bis
Paris_AN_JJ_inventaire_JJ82;JJ82;"275
bis";275bis
Paris_AN_JJ_inventaire_JJ82;JJ82;"303
bis";303bis
Paris_AN_JJ_inventaire_JJ82;JJ82;"306
bis";306bis
Paris_AN_JJ_inventaire_JJ82;JJ82;"359
bis";359bis
Paris_AN_JJ_inventaire_JJ82;JJ82;"447
bis";447bis
Paris_AN_JJ_inventaire_JJ83;JJ83;"28
bis";28bis
Paris_AN_JJ_inventaire_JJ84;JJ84;20bis;
Paris_AN_JJ_inventaire_JJ84;JJ84;60bis;
Paris_AN_JJ_inventaire_JJ84;JJ84;223bis;
Paris_AN_JJ_inventaire_JJ84;JJ84;247bis;
Paris_AN_JJ_inventaire_JJ84;JJ84;269bis;
Paris_AN_JJ_inventaire_JJ84;JJ84;317bis;
Paris_AN_JJ_inventaire_JJ84;JJ84;372bis;
Paris_AN_JJ_inventaire_JJ84;JJ84;435bis;
Paris_AN_JJ_inventaire_JJ84;JJ84;515bis;
Paris_AN_JJ_inventaire_JJ85;JJ85;3bis;
Paris_AN_JJ_inventaire_JJ85;JJ85;37bis;
Paris_AN_JJ_inventaire_JJ86;JJ86;42bis;
Paris_AN_JJ_inventaire_JJ86;JJ86;42ter;
Paris_AN_JJ_inventaire_JJ86;JJ86;114bis;
Paris_AN_JJ_inventaire_JJ86;JJ86;496bis;
Paris_AN_JJ_inventaire_JJ86;JJ86;507bis;
Paris_AN_JJ_inventaire_JJ86;JJ86;511-511bis-511ter;
Paris_AN_JJ_inventaire_JJ86;JJ86;604bis;
Paris_AN_JJ_inventaire_JJ87-95;JJ87;331bis;
Paris_AN_JJ_inventaire_JJ87-95;JJ88;87bis;
Paris_AN_JJ_inventaire_JJ87-95;JJ88;87ter;
Paris_AN_JJ_inventaire_JJ87-95;JJ90;122bis;
Paris_AN_JJ_inventaire_JJ87-95;JJ92;75bis;
Paris_AN_JJ_inventaire_Languedoc;JJ46;225bis;183
Paris_AN_JJ_inventaire_Languedoc;JJ52;116bis;255
Paris_AN_JJ_inventaire_Languedoc;JJ55;97bis;396
Paris_AN_JJ_inventaire_Languedoc;JJ58;450bis;481
Paris_AN_JJ_inventaire_Languedoc;JJ60;47bis;576
Paris_AN_JJ_inventaire_Languedoc;JJ65A;248bis;812
Paris_AN_JJ_inventaire_Languedoc;JJ65A;268bis;816
Paris_AN_JJ_inventaire_Languedoc;JJ65B;188ter;834
Paris_AN_JJ_inventaire_Languedoc;JJ74;408bis;1349
Paris_AN_JJ_inventaire_Languedoc;JJ75;293bis;1399
Paris_AN_JJ_inventaire_Languedoc;JJ81;744bis;1666
Paris_AN_JJ_inventaire_Languedoc;JJ93;169bis;1883
Paris_AN_JJ_inventaire_Languedoc;JJ196;222bis;3968
Paris_AN_JJ_inventaire_Languedoc;JJ209;16bis;4188
Paris_AN_JJ_inventaire_Languedoc;JJ213;77bis;4258
Paris_AN_JJ_inventaire_Loire;JJ81;288bis;61
Paris_AN_JJ_inventaire_Loire;JJ81;415bis;68
Paris_AN_JJ_inventaire_Loire;JJ82;275bis;127
Paris_AN_JJ_inventaire_Loire;JJ86;507bis;225
Paris_AN_JJ_inventaire_Loire;JJ95;142bis;391
Paris_AN_JJ_inventaire_Loire;JJ196;222bis;3310
Paris_AN_JJ_inventaire_Loire;JJ207;266bis;3718
Paris_AN_JJ_inventaire_Loire;JJ209;17bis;3773
Paris_AN_JJ_inventaire_Loire;JJ222;250bis;4267
Paris_AN_JJ_inventaire_Loire;JJ228;149bis;4802
Paris_AN_JJ_inventaire_Loire;JJ229;86bis;4835
Paris_AN_JJ_inventaire_Loire;JJ230;270bis;4870
Paris_AN_JJ_inventaire_Rouergue;JJ78;134bis;201
