zone_id	image_id	volume	folio_sort_key	folio_label	folio_norm	class_id	class_name	abs_x	abs_y	abs_w	abs_h	url_image_full	image_filename	image_width_px	image_height_px
3625	1805.0	JJ105	105	52r	52r	0	AC	0	130	3548	3251	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnk316y1gkm0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnk316y1gkm0/full/1200,/0/default.jpg	3554	5511
3626	1805.0	JJ105	105	52r	52r	1	AI	0	3355	3544	2082	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnk316y1gkm0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnk316y1gkm0/full/1200,/0/default.jpg	3554	5511
3627	1806.0	JJ105	106	52v	52v	2	AF	26	86	3624	5357	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8p2yys3cxy5/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8p2yys3cxy5/full/1200,/0/default.jpg	3650	5535
3628	1807.0	JJ105	107	53r	53r	0	AC	0	129	3634	5299	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf6lfktbgcy0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vf6lfktbgcy0/full/1200,/0/default.jpg	3634	5511
3629	1808.0	JJ105	108	53v	53v	1	AI	22	85	3628	5334	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgz7f1n0no8c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgz7f1n0no8c/full/1200,/0/default.jpg	3650	5535
3630	1809.0	JJ105	109	54r	54r	2	AF	0	82	3634	918	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq6bj9og8twf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq6bj9og8twf/full/1200,/0/default.jpg	3634	5511
3631	1809.0	JJ105	109	54r	54r	0	AC	0	988	3634	2146	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq6bj9og8twf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq6bj9og8twf/full/1200,/0/default.jpg	3634	5511
3632	1809.0	JJ105	109	54r	54r	1	AI	0	3112	3634	2295	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq6bj9og8twf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq6bj9og8twf/full/1200,/0/default.jpg	3634	5511
3633	1810.0	JJ105	110	54v	54v	2	AF	12	15	3638	2441	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfc08ngkmg1m/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfc08ngkmg1m/full/1200,/0/default.jpg	3650	5535
3634	1810.0	JJ105	110	54v	54v	1	AI	54	2451	3595	2958	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfc08ngkmg1m/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfc08ngkmg1m/full/1200,/0/default.jpg	3650	5535
3635	1811.0	JJ105	111	55r	55r	2	AF	0	113	3634	1304	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vngnbga0onqv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vngnbga0onqv/full/1200,/0/default.jpg	3634	5511
3636	1811.0	JJ105	111	55r	55r	0	AC	0	1385	3634	4034	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vngnbga0onqv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vngnbga0onqv/full/1200,/0/default.jpg	3634	5511
3637	1812.0	JJ105	112	55v	55v	1	AI	0	0	3649	5412	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vza5nrehntw0/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vza5nrehntw0/full/1200,/0/default.jpg	3650	5535
3638	1813.0	JJ105	113	56r	56r	2	AF	1	95	3633	2069	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt4n9p9qrwe7/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt4n9p9qrwe7/full/1200,/0/default.jpg	3634	5511
3639	1813.0	JJ105	113	56r	56r	1	AI	1	2168	3633	3275	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt4n9p9qrwe7/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vt4n9p9qrwe7/full/1200,/0/default.jpg	3634	5511
3640	1814.0	JJ105	114	56v	56v	2	AF	9	32	3641	1091	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjqouqdih8hr/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjqouqdih8hr/full/1200,/0/default.jpg	3650	5535
3641	1814.0	JJ105	114	56v	56v	0	AC	49	1115	3601	2584	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjqouqdih8hr/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjqouqdih8hr/full/1200,/0/default.jpg	3650	5535
3642	1814.0	JJ105	114	56v	56v	1	AI	22	3689	3628	1744	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjqouqdih8hr/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjqouqdih8hr/full/1200,/0/default.jpg	3650	5535
3643	1815.0	JJ105	115	57r	57r	2	AF	0	74	3634	1344	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd5ism6li6fn/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd5ism6li6fn/full/1200,/0/default.jpg	3634	5511
3644	1815.0	JJ105	115	57r	57r	0	AC	0	1408	3634	2262	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd5ism6li6fn/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd5ism6li6fn/full/1200,/0/default.jpg	3634	5511
3645	1815.0	JJ105	115	57r	57r	1	AI	0	3658	3634	1767	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd5ism6li6fn/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd5ism6li6fn/full/1200,/0/default.jpg	3634	5511
3646	1816.0	JJ105	116	57v	57v	3	AM	118	84	3564	5332	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vupd4g40ucjk/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vupd4g40ucjk/full/1200,/0/default.jpg	3682	5535
3647	1817.0	JJ105	117	58r	58r	2	AF	0	83	3634	1758	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0ebdwsmdj0i/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0ebdwsmdj0i/full/1200,/0/default.jpg	3634	5511
3648	1817.0	JJ105	117	58r	58r	1	AI	0	1839	3633	3572	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0ebdwsmdj0i/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0ebdwsmdj0i/full/1200,/0/default.jpg	3634	5511
3649	1818.0	JJ105	118	58v	58v	2	AF	9	23	3673	1090	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1s58eoetb8j/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1s58eoetb8j/full/1200,/0/default.jpg	3682	5535
3650	1818.0	JJ105	118	58v	58v	0	AC	104	1116	3578	4293	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1s58eoetb8j/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1s58eoetb8j/full/1200,/0/default.jpg	3682	5535
3651	1819.0	JJ105	119	59r	59r	0	AC	0	88	3634	1023	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpdzudu6xf7b/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpdzudu6xf7b/full/1200,/0/default.jpg	3634	5511
3652	1819.0	JJ105	119	59r	59r	0	AC	0	1092	3634	2884	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpdzudu6xf7b/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpdzudu6xf7b/full/1200,/0/default.jpg	3634	5511
3653	1819.0	JJ105	119	59r	59r	1	AI	0	3952	3633	1454	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpdzudu6xf7b/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpdzudu6xf7b/full/1200,/0/default.jpg	3634	5511
3654	1820.0	JJ105	120	59v	59v	2	AF	27	83	3655	2755	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vql7i7l28441/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vql7i7l28441/full/1200,/0/default.jpg	3682	5535
3655	1820.0	JJ105	120	59v	59v	1	AI	106	2813	3576	2594	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vql7i7l28441/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vql7i7l28441/full/1200,/0/default.jpg	3682	5535
3656	1821.0	JJ105	121	60r	60r	2	AF	0	71	3634	3292	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9cfxr990syd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9cfxr990syd/full/1200,/0/default.jpg	3634	5511
3657	1821.0	JJ105	121	60r	60r	1	AI	0	3341	3630	2077	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9cfxr990syd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9cfxr990syd/full/1200,/0/default.jpg	3634	5511
3658	1822.0	JJ105	122	60v	60v	2	AF	54	42	3629	5361	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vssqmzn16yss/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vssqmzn16yss/full/1200,/0/default.jpg	3682	5535
3659	1823.0	JJ105	123	61r	61r	0	AC	1	108	3725	3808	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6a0rd8vh95t/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6a0rd8vh95t/full/1200,/0/default.jpg	3730	5511
3660	1823.0	JJ105	123	61r	61r	1	AI	1	3932	3697	1526	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6a0rd8vh95t/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6a0rd8vh95t/full/1200,/0/default.jpg	3730	5511
3661	1824.0	JJ105	124	61v	61v	2	AF	1	37	3677	1383	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp2lzbls9yk2/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp2lzbls9yk2/full/1200,/0/default.jpg	3682	5503
3662	1824.0	JJ105	124	61v	61v	0	AC	0	1410	3679	2553	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp2lzbls9yk2/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp2lzbls9yk2/full/1200,/0/default.jpg	3682	5503
3663	1824.0	JJ105	124	61v	61v	1	AI	5	3963	3677	1508	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp2lzbls9yk2/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp2lzbls9yk2/full/1200,/0/default.jpg	3682	5503
3664	1825.0	JJ105	125	62r	62r	3	AM	2	95	3708	5310	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp71c98b10ic/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp71c98b10ic/full/1200,/0/default.jpg	3738	5519
3665	1826.0	JJ105	126	62v	62v	3	AM	0	31	3560	5382	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v09p956ia08c/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v09p956ia08c/full/1200,/0/default.jpg	3566	5478
3666	1827.0	JJ105	127	63r	63r	2	AF	0	91	3651	2907	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl7o70y5k0vs/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl7o70y5k0vs/full/1200,/0/default.jpg	3693	5491
3667	1827.0	JJ105	127	63r	63r	1	AI	0	2987	3583	2400	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl7o70y5k0vs/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl7o70y5k0vs/full/1200,/0/default.jpg	3693	5491
3668	1828.0	JJ105	128	63v	63v	2	AF	0	97	3597	3653	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v281aj2a1ebb/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v281aj2a1ebb/full/1200,/0/default.jpg	3600	5478
3669	1828.0	JJ105	128	63v	63v	1	AI	6	3724	3594	1754	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v281aj2a1ebb/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v281aj2a1ebb/full/1200,/0/default.jpg	3600	5478
3670	1829.0	JJ105	129	64r	64r	3	AM	0	0	3680	5491	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3kga3rab4wj/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3kga3rab4wj/full/1200,/0/default.jpg	3680	5491
3671	1830.0	JJ105	130	64v	64v	3	AM	0	93	3595	5331	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs3jq94q4wsc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vs3jq94q4wsc/full/1200,/0/default.jpg	3600	5478
3672	1831.0	JJ105	131	65r	65r	3	AM	0	96	3665	5330	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vx3w0dyeoai9/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vx3w0dyeoai9/full/1200,/0/default.jpg	3680	5491
3673	1832.0	JJ105	132	65v	65v	2	AF	0	88	3595	2938	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqsci3nm07e3/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqsci3nm07e3/full/1200,/0/default.jpg	3600	5478
3674	1832.0	JJ105	132	65v	65v	1	AI	0	3009	3595	2397	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqsci3nm07e3/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqsci3nm07e3/full/1200,/0/default.jpg	3600	5478
3675	1833.0	JJ105	133	66r	66r	2	AF	0	103	3659	2479	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq5cvwhrpups/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq5cvwhrpups/full/1200,/0/default.jpg	3680	5491
3676	1833.0	JJ105	133	66r	66r	1	AI	0	2562	3645	2844	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq5cvwhrpups/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq5cvwhrpups/full/1200,/0/default.jpg	3680	5491
3677	1834.0	JJ105	134	66v	66v	2	AF	0	85	3593	1366	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqp6p4vzm4qf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqp6p4vzm4qf/full/1200,/0/default.jpg	3600	5478
3678	1834.0	JJ105	134	66v	66v	0	AC	20	1451	3572	2583	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqp6p4vzm4qf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqp6p4vzm4qf/full/1200,/0/default.jpg	3600	5478
3679	1834.0	JJ105	134	66v	66v	1	AI	2	4010	3592	1388	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqp6p4vzm4qf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vqp6p4vzm4qf/full/1200,/0/default.jpg	3600	5478
3680	1835.0	JJ105	135	67r	67r	2	AF	0	96	3676	2846	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg8j4vjban2f/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg8j4vjban2f/full/1200,/0/default.jpg	3680	5491
3681	1835.0	JJ105	135	67r	67r	1	AI	0	2912	3655	2486	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg8j4vjban2f/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vg8j4vjban2f/full/1200,/0/default.jpg	3680	5491
3682	1836.0	JJ105	136	67v	67v	2	AF	8	71	3586	1786	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0xbhp1bet23/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0xbhp1bet23/full/1200,/0/default.jpg	3600	5478
3683	1836.0	JJ105	136	67v	67v	1	AI	10	1855	3583	3536	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0xbhp1bet23/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0xbhp1bet23/full/1200,/0/default.jpg	3600	5478
3684	1837.0	JJ105	137	68r	68r	2	AF	0	93	3659	1143	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0r8vqv0gbgp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0r8vqv0gbgp/full/1200,/0/default.jpg	3680	5491
3685	1837.0	JJ105	137	68r	68r	0	AC	13	1214	3635	4277	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0r8vqv0gbgp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0r8vqv0gbgp/full/1200,/0/default.jpg	3680	5491
3686	1838.0	JJ105	138	68v	68v	0	AC	24	101	3570	5358	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vulkewu1za1w/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vulkewu1za1w/full/1200,/0/default.jpg	3600	5478
3687	1839.0	JJ105	139	69r	69r	0	AC	0	95	3673	3319	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vljmmv0gx4gp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vljmmv0gx4gp/full/1200,/0/default.jpg	3680	5491
3688	1839.0	JJ105	139	69r	69r	1	AI	0	3402	3656	2028	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vljmmv0gx4gp/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vljmmv0gx4gp/full/1200,/0/default.jpg	3680	5491
3689	1840.0	JJ105	140	69v	69v	2	AF	8	58	3587	3517	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vccf7cwismdd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vccf7cwismdd/full/1200,/0/default.jpg	3600	5478
3690	1840.0	JJ105	140	69v	69v	1	AI	2	3544	3592	1909	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vccf7cwismdd/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vccf7cwismdd/full/1200,/0/default.jpg	3600	5478
3691	1841.0	JJ105	141	70r	70r	2	AF	0	86	3674	3602	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6sa1u9bv6wf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6sa1u9bv6wf/full/1200,/0/default.jpg	3680	5491
3692	1841.0	JJ105	141	70r	70r	1	AI	7	3679	3669	1735	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6sa1u9bv6wf/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v6sa1u9bv6wf/full/1200,/0/default.jpg	3680	5491
3693	1842.0	JJ105	142	70v	70v	2	AF	0	86	3614	2805	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsjat08xgxat/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsjat08xgxat/full/1200,/0/default.jpg	3620	5478
3694	1842.0	JJ105	142	70v	70v	1	AI	0	2886	3610	2489	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsjat08xgxat/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vsjat08xgxat/full/1200,/0/default.jpg	3620	5478
3695	1843.0	JJ105	143	71r	71r	2	AF	0	94	3666	1866	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdi590yveb26/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdi590yveb26/full/1200,/0/default.jpg	3673	5491
3696	1843.0	JJ105	143	71r	71r	1	AI	0	1940	3669	3474	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdi590yveb26/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdi590yveb26/full/1200,/0/default.jpg	3673	5491
3697	1844.0	JJ105	144	71v	71v	3	AM	50	76	3602	5376	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm30wew2bcvv/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm30wew2bcvv/full/1200,/0/default.jpg	3653	5498
3698	1845.0	JJ105	145	72r	72r	2	AF	0	55	3650	3993	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmpvvmcsx55f/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmpvvmcsx55f/full/1200,/0/default.jpg	3653	5511
3699	1845.0	JJ105	145	72r	72r	1	AI	0	4054	3652	1353	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmpvvmcsx55f/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vmpvvmcsx55f/full/1200,/0/default.jpg	3653	5511
3700	1846.0	JJ105	146	72v	72v	3	AM	99	76	3551	5375	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vafg8aukd17g/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vafg8aukd17g/full/1200,/0/default.jpg	3653	5498
3701	1847.0	JJ105	147	73r	73r	2	AF	0	64	3649	5369	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v23uz66b21yr/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v23uz66b21yr/full/1200,/0/default.jpg	3653	5511
3702	1848.0	JJ105	148	73v	73v	1	AI	48	67	3605	5381	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwte9mberrp6/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwte9mberrp6/full/1200,/0/default.jpg	3653	5498
3703	1849.0	JJ105	149	74r	74r	2	AF	1	60	3648	5358	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7yh2iv4qb6t/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7yh2iv4qb6t/full/1200,/0/default.jpg	3653	5511
3704	1850.0	JJ105	150	74v	74v	1	AI	49	70	3604	5329	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v660ci2eguaa/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v660ci2eguaa/full/1200,/0/default.jpg	3653	5498
3705	1851.0	JJ105	151	75r	75r	2	AF	0	35	3503	1555	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8jwkyobnvil/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8jwkyobnvil/full/1200,/0/default.jpg	3507	5491
3706	1851.0	JJ105	151	75r	75r	0	AC	0	1589	3500	1927	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8jwkyobnvil/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8jwkyobnvil/full/1200,/0/default.jpg	3507	5491
3707	1851.0	JJ105	151	75r	75r	1	AI	0	3516	3495	1898	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8jwkyobnvil/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8jwkyobnvil/full/1200,/0/default.jpg	3507	5491
3708	1852.0	JJ105	152	75v	75v	2	AF	0	101	3520	915	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdl48pukwoq2/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdl48pukwoq2/full/1200,/0/default.jpg	3520	5498
3709	1852.0	JJ105	152	75v	75v	0	AC	0	1012	3520	2656	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdl48pukwoq2/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdl48pukwoq2/full/1200,/0/default.jpg	3520	5498
3710	1852.0	JJ105	152	75v	75v	1	AI	0	3679	3520	1819	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdl48pukwoq2/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdl48pukwoq2/full/1200,/0/default.jpg	3520	5498
3711	1853.0	JJ105	153	76r	76r	2	AF	0	94	3654	1992	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp3krh0msbuc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp3krh0msbuc/full/1200,/0/default.jpg	3680	5491
3712	1853.0	JJ105	153	76r	76r	1	AI	0	2065	3644	3325	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp3krh0msbuc/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp3krh0msbuc/full/1200,/0/default.jpg	3680	5491
3713	1854.0	JJ105	154	76v	76v	2	AF	70	116	3461	1026	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8fbxqys9k6u/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8fbxqys9k6u/full/1200,/0/default.jpg	3553	5498
3714	1854.0	JJ105	154	76v	76v	0	AC	9	1125	3537	4303	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8fbxqys9k6u/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8fbxqys9k6u/full/1200,/0/default.jpg	3553	5498
3715	1855.0	JJ105	155	77r	77r	1	AI	0	82	3689	5337	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpekkzg9piyt/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpekkzg9piyt/full/1200,/0/default.jpg	3706	5491
3716	1856.0	JJ105	156	77v	77v	2	AF	6	116	3543	1847	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2qb3c3f7gnm/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2qb3c3f7gnm/full/1200,/0/default.jpg	3553	5498
3717	1856.0	JJ105	156	77v	77v	0	AC	9	1956	3526	3447	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2qb3c3f7gnm/full/1200,/0/default.jpg	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2qb3c3f7gnm/full/1200,/0/default.jpg	3553	5498
