zone_id	image_id	register	volume	folio_sort_key	folio_label	folio_norm	class_id	class_name	abs_x	abs_y	abs_w	abs_h	url_image_full	image_filename	image_width_px	image_height_px
849	517	JJ201	JJ201	289	142v	142v	2	AF	0	23	3659	925	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrl6urudq52x/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_289.jpg	3663	4110
850	517	JJ201	JJ201	289	142v	142v	1	AI	0	960	2679	2716	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vrl6urudq52x/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_289.jpg	3663	4110
851	518	JJ201	JJ201	290	143r	143r	2	AF	1	0	3741	4117	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdhabch9eftw/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_290.jpg	3744	4137
852	519	JJ201	JJ201	291	143v	143v	1	AI	0	0	2809	4062	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwkahk8ff570/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_291.jpg	3684	4068
853	520	JJ201	JJ201	292	144r	144r	2	AF	0	8	3805	2073	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc2r6ficifpz/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_292.jpg	3807	4137
854	520	JJ201	JJ201	292	144r	144r	0	AC	8	2080	3798	2049	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vc2r6ficifpz/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_292.jpg	3807	4137
855	521	JJ201	JJ201	293	144v	144v	3	AM	0	5	2680	3708	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq1b7apn3mjn/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_293.jpg	3615	4086
856	522	JJ201	JJ201	294	145r	145r	2	AF	0	0	3645	4107	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vw185hnboonr/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_294.jpg	3645	4110
857	523	JJ201	JJ201	295	145v	145v	1	AI	0	20	2720	4078	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfu6y7oexo4y/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_295.jpg	3666	4101
858	524	JJ201	JJ201	296	146r	146r	2	AF	20	76	4044	805	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0c8pzccjz8k/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_296.jpg	4065	4245
859	524	JJ201	JJ201	296	146r	146r	0	AC	7	871	4057	3284	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0c8pzccjz8k/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_296.jpg	4065	4245
860	525	JJ201	JJ201	297	146v	146v	2	AF	3	7	3609	2392	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8e1wpqkdh08/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_297.jpg	3699	4137
861	525	JJ201	JJ201	297	146v	146v	0	AC	0	2389	2698	1730	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8e1wpqkdh08/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_297.jpg	3699	4137
862	526	JJ201	JJ201	298	147r	147r	2	AF	11	2	3609	4098	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voyfdcc1ha1t/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_298.jpg	3621	4110
863	526	JJ201	JJ201	298	147r	147r	3	AM	0	3	3621	4090	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voyfdcc1ha1t/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_298.jpg	3621	4110
864	527	JJ201	JJ201	299	147v	147v	2	AF	9	0	3710	1248	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjrtv3cvcw3q/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_299.jpg	3720	4101
865	527	JJ201	JJ201	299	147v	147v	1	AI	4	1240	3712	2860	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjrtv3cvcw3q/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_299.jpg	3720	4101
866	528	JJ201	JJ201	300	148r	148r	3	AM	8	31	4055	4137	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy0fokt5k1tj/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_300.jpg	4065	4209
867	528	JJ201	JJ201	300	148r	148r	2	AF	0	37	4065	4143	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy0fokt5k1tj/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_300.jpg	4065	4209
868	529	JJ201	JJ201	301	148v	148v	2	AF	0	12	3664	1652	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vh6wu8d597o1/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_301.jpg	3666	4131
869	529	JJ201	JJ201	301	148v	148v	0	AC	0	1673	3666	2454	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vh6wu8d597o1/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_301.jpg	3666	4131
870	530	JJ201	JJ201	302	149r	149r	2	AF	47	2	3651	3138	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1j4dehai78i/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_302.jpg	3699	4119
871	530	JJ201	JJ201	302	149r	149r	1	AI	26	3120	3668	995	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1j4dehai78i/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_302.jpg	3699	4119
872	531	JJ201	JJ201	303	149v	149v	2	AF	10	4	3740	4091	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnx2g2niw6z3/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_303.jpg	3753	4125
873	532	JJ201	JJ201	304	150r	150r	0	AC	5	41	3883	4119	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3ubhzlonmq6/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_304.jpg	4110	4218
874	532	JJ201	JJ201	304	150r	150r	1	AI	0	53	4107	4113	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3ubhzlonmq6/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_304.jpg	4110	4218
875	533	JJ201	JJ201	305	150v	150v	2	AF	0	8	3719	1495	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr3l8e3gnl3k/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_305.jpg	3720	4119
876	533	JJ201	JJ201	305	150v	150v	1	AI	1	1502	3718	2604	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr3l8e3gnl3k/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_305.jpg	3720	4119
877	533	JJ201	JJ201	305	150v	150v	0	AC	0	1505	3720	2607	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vr3l8e3gnl3k/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_305.jpg	3720	4119
878	534	JJ201	JJ201	306	151r	151r	2	AF	0	4	3653	4074	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vnknb2ji2mlw/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_306.jpg	3654	4080
879	535	JJ201	JJ201	307	151v	151v	3	AM	0	10	3705	4084	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy2vjrj5hpxl/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_307.jpg	3705	4119
880	536	JJ201	JJ201	308	152r	152r	2	AF	0	38	4017	4110	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vb50elnzp8n9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_308.jpg	4023	4209
881	537	JJ201	JJ201	309	152v	152v	2	AF	1	20	3714	1802	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvycegf11bz4/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_309.jpg	3717	4137
882	537	JJ201	JJ201	309	152v	152v	0	AC	0	1843	3717	2265	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vvycegf11bz4/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_309.jpg	3717	4137
883	538	JJ201	JJ201	310	153r	153r	3	AM	69	7	3662	4081	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7jvqpdgmyrs/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_310.jpg	3732	4092
884	539	JJ201	JJ201	311	153v	153v	3	AM	0	0	3692	4082	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vy6em53usdqq/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_311.jpg	3699	4122
885	540	JJ201	JJ201	312	154r	154r	2	AF	3	2	3734	2184	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp56468g6cop/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_312.jpg	3738	4101
886	540	JJ201	JJ201	312	154r	154r	0	AC	0	2194	3736	1893	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp56468g6cop/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_312.jpg	3738	4101
887	541	JJ201	JJ201	313	154v	154v	2	AF	2	5	3718	4111	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8felw0jntit/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_313.jpg	3726	4119
888	542	JJ201	JJ201	314	155r	155r	2	AF	0	2	3687	4079	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v75za0roqidw/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_314.jpg	3693	4083
889	543	JJ201	JJ201	315	155v	155v	1	AI	1	12	3715	4068	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voi2xz99nyh3/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_315.jpg	3717	4101
890	543	JJ201	JJ201	315	155v	155v	0	AC	11	14	3703	4077	https://iiif.irht.cnrs.fr/iiif/ark:/63955/voi2xz99nyh3/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_315.jpg	3717	4101
891	544	JJ201	JJ201	316	156r	156r	2	AF	2	4	3735	2234	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd2zemn75heb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_316.jpg	3738	4101
892	544	JJ201	JJ201	316	156r	156r	1	AI	9	2227	3727	1848	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd2zemn75heb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_316.jpg	3738	4101
893	545	JJ201	JJ201	317	156v	156v	2	AF	1	5	3706	4089	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgpb7d2qrye9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_317.jpg	3708	4107
894	546	JJ201	JJ201	318	157r	157r	1	AI	8	2	3709	4089	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1c9blx930n6/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_318.jpg	3720	4095
895	547	JJ201	JJ201	319	157v	157v	2	AF	2	0	3732	2044	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vz1sm8y3m9kb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_319.jpg	3735	4143
896	547	JJ201	JJ201	319	157v	157v	1	AI	0	2068	3734	2057	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vz1sm8y3m9kb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_319.jpg	3735	4143
897	547	JJ201	JJ201	319	157v	157v	0	AC	0	2070	3734	2061	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vz1sm8y3m9kb/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_319.jpg	3735	4143
898	548	JJ201	JJ201	320	158r	158r	2	AF	10	93	4067	4103	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlsooifnxpp9/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_320.jpg	4083	4272
899	549	JJ201	JJ201	321	158v	158v	2	AF	0	6	3753	4162	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vz0vwaywx4wz/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_321.jpg	3753	4191
900	549	JJ201	JJ201	321	158v	158v	0	AC	0	7	3753	4175	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vz0vwaywx4wz/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_321.jpg	3753	4191
901	550	JJ201	JJ201	322	159r	159r	2	AF	3	3	3725	2222	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxi7wmt565ry/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_322.jpg	3729	4092
902	550	JJ201	JJ201	322	159r	159r	1	AI	23	2229	3702	1851	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vxi7wmt565ry/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_322.jpg	3729	4092
903	551	JJ201	JJ201	323	159v	159v	2	AF	8	5	3722	4083	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vugga3dztnyu/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_323.jpg	3735	4101
904	552	JJ201	JJ201	324	160r	160r	2	AF	5	16	3726	1030	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viv4gs2lo1i7/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_324.jpg	3735	4119
905	552	JJ201	JJ201	324	160r	160r	1	AI	3	1047	3727	2710	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viv4gs2lo1i7/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_324.jpg	3735	4119
906	552	JJ201	JJ201	324	160r	160r	0	AC	2	1055	3730	2683	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viv4gs2lo1i7/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_324.jpg	3735	4119
907	553	JJ201	JJ201	325	160v	160v	2	AF	6	12	3745	4132	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9eu3k08cz2s/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_325.jpg	3753	4146
908	555	JJ201	JJ201	327	161v	161v	2	AF	7	0	3754	1506	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vogyr1msku2y/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_327.jpg	3765	4095
909	555	JJ201	JJ201	327	161v	161v	0	AC	9	1500	3752	2583	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vogyr1msku2y/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_327.jpg	3765	4095
910	555	JJ201	JJ201	327	161v	161v	1	AI	0	1510	3762	2574	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vogyr1msku2y/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_327.jpg	3765	4095
911	556	JJ201	JJ201	328	162r	162r	2	AF	3	83	3968	1819	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo5jodvogn4t/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_328.jpg	3972	4254
912	556	JJ201	JJ201	328	162r	162r	0	AC	0	1902	3972	2268	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vo5jodvogn4t/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_328.jpg	3972	4254
913	557	JJ201	JJ201	329	162v	162v	2	AF	2	27	3723	4050	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjy59ghsgnhw/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_329.jpg	3726	4128
914	558	JJ201	JJ201	330	163r	163r	3	AM	13	0	3762	4113	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vm8y81i33hr8/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_330.jpg	3780	4128
915	559	JJ201	JJ201	331	163v	163v	2	AF	6	5	3791	2326	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0glv42j9v38/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_331.jpg	3798	4137
916	559	JJ201	JJ201	331	163v	163v	1	AI	0	2355	3798	1709	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v0glv42j9v38/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_331.jpg	3798	4137
917	560	JJ201	JJ201	332	164r	164r	2	AF	0	57	4065	2132	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1doi556n2sv/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_332.jpg	4065	4257
918	560	JJ201	JJ201	332	164r	164r	0	AC	0	2223	4065	1952	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1doi556n2sv/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_332.jpg	4065	4257
919	561	JJ201	JJ201	333	164v	164v	2	AF	0	5	3708	3958	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v01wj4z1w71c/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_333.jpg	3708	4137
920	562	JJ201	JJ201	334	contreplat inférieur	contreplat inférieur	4	NIA	0	0	2048	2048	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vtxhwhqrlyty/full/full/0/default.jpg	Paris_Archives_Nationales_JJ201_334.jpg	2048	2048
921	564	JJ202	JJ202	1	plat supérieur	plat supérieur	4	NIA	0	0	2048	2048	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v1umiolj0zok/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_1.jpg	2048	2048
922	565	JJ202	JJ202	2	contreplat supérieur	contreplat supérieur	4	NIA	0	0	2048	2048	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzis4nie367p/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_2.jpg	2048	2048
923	567	JJ202	JJ202	4	contre garde supérieure	contre garde supérieure	3	AM	85	155	4133	4127	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vgii12j1q419/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_4.jpg	4219	4456
924	569	JJ202	JJ202	6	Iv	iv	5	Table	34	108	4225	4234	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vl6vk5ve5pvo/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_6.jpg	4265	4456
925	570	JJ202	JJ202	7	IIr	iir	3	AM	0	20	4417	4261	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v8wqryhvzqt5/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_7.jpg	4419	4465
926	571	JJ202	JJ202	8	IIv	iiv	2	AF	0	75	4399	4250	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vn8pnvhd6qzd/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_8.jpg	4401	4456
927	573	JJ202	JJ202	10	1v	1v	2	AF	0	47	4343	2782	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v47ol3ncwt05/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_10.jpg	4347	4456
928	573	JJ202	JJ202	10	1v	1v	2	AF	0	73	4345	4288	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v47ol3ncwt05/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_10.jpg	4347	4456
929	574	JJ202	JJ202	11	2r	2r	2	AF	178	0	4313	4406	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjo0027r1kdl/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_11.jpg	4492	4420
930	575	JJ202	JJ202	12	2v	2v	2	AF	10	115	4331	4183	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v3vjr3c5j29q/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_12.jpg	4347	4456
931	577	JJ202	JJ202	14	3v	3v	2	AF	0	20	4343	2696	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwsz4j0oxmrs/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_14.jpg	4347	4456
932	577	JJ202	JJ202	14	3v	3v	1	AI	0	2716	4343	1592	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vwsz4j0oxmrs/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_14.jpg	4347	4456
933	579	JJ202	JJ202	16	4v	4v	2	AF	0	86	4342	4263	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vzr2p0bls8ik/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_16.jpg	4347	4456
934	580	JJ202	JJ202	17	5r	5r	2	AF	5	15	3643	4208	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7m48b1u3t0n/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_17.jpg	3650	4226
935	581	JJ202	JJ202	18	5v	5v	2	AF	4	6	3591	4210	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vpic43a9g498/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_18.jpg	3600	4219
936	582	JJ202	JJ202	19	6r	6r	0	AC	0	1	3737	4150	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7y8ik1q3myq/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_19.jpg	3742	4155
937	582	JJ202	JJ202	19	6r	6r	1	AI	0	10	3737	4139	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7y8ik1q3myq/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_19.jpg	3742	4155
938	583	JJ202	JJ202	20	6v	6v	2	AF	0	0	3670	4151	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vq62r15l1sbj/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_20.jpg	3671	4155
939	584	JJ202	JJ202	21	7r	7r	2	AF	0	6	3625	1803	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4fnfp3jybrx/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_21.jpg	3628	4155
940	584	JJ202	JJ202	21	7r	7r	0	AC	9	1806	3616	2339	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v4fnfp3jybrx/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_21.jpg	3628	4155
941	585	JJ202	JJ202	22	7v	7v	0	AC	12	50	3544	4086	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vk9il0m7ydx4/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_22.jpg	3557	4141
942	586	JJ202	JJ202	23	8r	8r	2	AF	5	0	3584	2688	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfp5ka7cmqh1/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_23.jpg	3592	4148
943	586	JJ202	JJ202	23	8r	8r	0	AC	10	2679	3578	1460	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vfp5ka7cmqh1/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_23.jpg	3592	4148
944	587	JJ202	JJ202	24	8v	8v	2	AF	19	3	3537	1249	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdwrhgqs7och/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_24.jpg	3557	4126
945	587	JJ202	JJ202	24	8v	8v	0	AC	5	1254	3551	2862	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vdwrhgqs7och/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_24.jpg	3557	4126
946	588	JJ202	JJ202	25	9r	9r	1	AI	16	6	3968	4133	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v7xht5f73kms/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_25.jpg	3985	4148
947	589	JJ202	JJ202	26	9v	9v	1	AI	22	146	4321	4194	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp63wjpn0r1x/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_26.jpg	4347	4456
948	590	JJ202	JJ202	27	10r	10r	1	AI	6	25	4242	4357	https://iiif.irht.cnrs.fr/iiif/ark:/63955/viid9alyn25l/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_27.jpg	4529	4420
949	591	JJ202	JJ202	28	10v	10v	2	AF	17	141	4365	1378	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjzqy6tism8z/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_28.jpg	4383	4456
950	591	JJ202	JJ202	28	10v	10v	1	AI	41	1514	4341	2844	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vjzqy6tism8z/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_28.jpg	4383	4456
951	592	JJ202	JJ202	29	11r	11r	2	AF	57	10	4184	2205	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp5ietj6uhoc/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_29.jpg	4474	4420
952	592	JJ202	JJ202	29	11r	11r	0	AC	0	2215	4324	2169	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vp5ietj6uhoc/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_29.jpg	4474	4420
953	593	JJ202	JJ202	30	11v	11v	2	AF	41	152	4341	1699	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuynfwbi2w12/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_30.jpg	4383	4456
954	593	JJ202	JJ202	30	11v	11v	1	AI	56	1842	4326	2499	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vuynfwbi2w12/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_30.jpg	4383	4456
955	594	JJ202	JJ202	31	12r	12r	2	AF	68	19	4248	1383	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vn08hi14r0tx/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_31.jpg	4474	4420
956	594	JJ202	JJ202	31	12r	12r	0	AC	76	1394	4100	2975	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vn08hi14r0tx/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_31.jpg	4474	4420
957	595	JJ202	JJ202	32	12v	12v	0	AC	57	178	4325	4169	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vj8q3ekk3xf1/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_32.jpg	4383	4456
958	596	JJ202	JJ202	33	13r	13r	0	AC	47	4	4123	2976	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlvywd0te3hf/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_33.jpg	4474	4420
959	596	JJ202	JJ202	33	13r	13r	1	AI	57	2975	4104	1425	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vlvywd0te3hf/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_33.jpg	4474	4420
960	597	JJ202	JJ202	34	13v	13v	3	AM	42	91	4340	4225	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vbyyd2pewmx4/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_34.jpg	4383	4456
961	598	JJ202	JJ202	35	14r	14r	1	AI	76	50	4097	4321	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vd1jxmmu1ogw/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_35.jpg	4474	4420
962	599	JJ202	JJ202	36	14v	14v	3	AM	38	76	4307	4253	https://iiif.irht.cnrs.fr/iiif/ark:/63955/vncao5prn42l/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_36.jpg	4347	4456
963	600	JJ202	JJ202	37	15r	15r	2	AF	30	9	4443	1105	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2gosulfsqst/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_37.jpg	4474	4420
964	600	JJ202	JJ202	37	15r	15r	1	AI	50	1109	4118	3293	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v2gosulfsqst/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_37.jpg	4474	4420
965	601	JJ202	JJ202	38	15v	15v	3	AM	22	132	4322	4238	https://iiif.irht.cnrs.fr/iiif/ark:/63955/v9qfwlhk1d7d/full/full/0/default.jpg	Paris_Archives_Nationales_JJ202_38.jpg	4347	4456
